State,Date,Count
DE,Jan 2015,7
DE,Feb 2015,7
DE,Mar 2015,11
DE,Apr 2015,11
DE,May 2015,14
DE,Jun 2015,14
DE,Jul 2015,14
DE,Aug 2015,13
DE,Sep 2015,11
DE,Oct 2015,10
DE,Nov 2015,7
DE,Dec 2015,8
DE,Jan 2016,5
DE,Feb 2016,6
DE,Mar 2016,9
DE,Apr 2016,10
DE,May 2016,11
DE,Jun 2016,11
DE,Jul 2016,12
DE,Aug 2016,13
DE,Sep 2016,11
DE,Oct 2016,11
DE,Nov 2016,10
DE,Dec 2016,10
DE,Jan 2017,7
DE,Feb 2017,9
DE,Mar 2017,12
DE,Apr 2017,13
DE,May 2017,15
DE,Jun 2017,15
DE,Jul 2017,15
DE,Aug 2017,14
DE,Sep 2017,13
DE,Oct 2017,11
DE,Nov 2017,9
DE,Dec 2017,8
DE,Jan 2018,9
DE,Feb 2018,10
DE,Mar 2018,14
DE,Apr 2018,15
DE,May 2018,15
DE,Jun 2018,17
DE,Jul 2018,17
DE,Aug 2018,16
DE,Sep 2018,13
DE,Oct 2018,13
DE,Nov 2018,10
DE,Dec 2018,9
DE,Jan 2019,10
DE,Feb 2019,11
DE,Mar 2019,16
DE,Apr 2019,17
DE,May 2019,19
DE,Jun 2019,18
DE,Jul 2019,19
DE,Aug 2019,18
DE,Sep 2019,16
DE,Oct 2019,13
DE,Nov 2019,11
DE,Dec 2019,10
DE,Jan 2020,11
DE,Feb 2020,12
DE,Mar 2020,16
DE,Apr 2020,17
DE,May 2020,19
DE,Jun 2020,20
DE,Jul 2020,20
DE,Aug 2020,18
DE,Sep 2020,15
DE,Oct 2020,13
DE,Nov 2020,11
DE,Dec 2020,10
DE,Jan 2021,11
DE,Feb 2021,11
DE,Mar 2021,17
DE,Apr 2021,19
DE,May 2021,21
DE,Jun 2021,20
DE,Jul 2021,21
DE,Aug 2021,20
DE,Sep 2021,18
DE,Oct 2021,15
DE,Nov 2021,13
DE,Dec 2021,11
DE,Jan 2022,12
DE,Feb 2022,14
DE,Mar 2022,19
DE,Apr 2022,21
DE,May 2022,22
DE,Jun 2022,25
DE,Jul 2022,24
DE,Aug 2022,22
DE,Sep 2022,19
DE,Oct 2022,17
DE,Nov 2022,14
DE,Dec 2022,13
DE,Jan 2023,16
DE,Feb 2023,21
DE,Mar 2023,31
DE,Apr 2023,34
DE,May 2023,42
DE,Jun 2023,37
DE,Jul 2023,38
DE,Aug 2023,35
DC,Jan 2014,2
DC,Feb 2014,2
DC,Mar 2014,3
DC,Apr 2014,3
DC,May 2014,3
DC,Jun 2014,3
DC,Jul 2014,3
DC,Aug 2014,3
DC,Sep 2014,3
DC,Oct 2014,2
DC,Nov 2014,2
DC,Dec 2014,2
DC,Jan 2015,2
DC,Feb 2015,2
DC,Mar 2015,3
DC,Apr 2015,3
DC,May 2015,3
DC,Jun 2015,3
DC,Jul 2015,3
DC,Aug 2015,3
DC,Sep 2015,3
DC,Oct 2015,2
DC,Nov 2015,2
DC,Dec 2015,2
DC,Jan 2016,1
DC,Feb 2016,1
DC,Mar 2016,2
DC,Apr 2016,3
DC,May 2016,3
DC,Jun 2016,3
DC,Jul 2016,3
DC,Aug 2016,3
DC,Sep 2016,3
DC,Oct 2016,3
DC,Nov 2016,3
DC,Dec 2016,3
DC,Jan 2017,3
DC,Feb 2017,3
DC,Mar 2017,4
DC,Apr 2017,5
DC,May 2017,5
DC,Jun 2017,5
DC,Jul 2017,5
DC,Aug 2017,5
DC,Sep 2017,5
DC,Oct 2017,4
DC,Nov 2017,4
DC,Dec 2017,4
DC,Jan 2018,4
DC,Feb 2018,4
DC,Mar 2018,6
DC,Apr 2018,6
DC,May 2018,7
DC,Jun 2018,7
DC,Jul 2018,8
DC,Aug 2018,7
DC,Sep 2018,6
DC,Oct 2018,6
DC,Nov 2018,5
DC,Dec 2018,5
DC,Jan 2019,6
DC,Feb 2019,7
DC,Mar 2019,8
DC,Apr 2019,9
DC,May 2019,10
DC,Jun 2019,10
DC,Jul 2019,11
DC,Aug 2019,10
DC,Sep 2019,9
DC,Oct 2019,8
DC,Nov 2019,7
DC,Dec 2019,7
DC,Jan 2020,8
DC,Feb 2020,9
DC,Mar 2020,11
DC,Apr 2020,12
DC,May 2020,13
DC,Jun 2020,13
DC,Jul 2020,14
DC,Aug 2020,13
DC,Sep 2020,11
DC,Oct 2020,11
DC,Nov 2020,9
DC,Dec 2020,9
DC,Jan 2021,9
DC,Feb 2021,11
DC,Mar 2021,14
DC,Apr 2021,15
DC,May 2021,17
DC,Jun 2021,17
DC,Jul 2021,17
DC,Aug 2021,17
DC,Sep 2021,15
DC,Oct 2021,14
DC,Nov 2021,11
DC,Dec 2021,11
DC,Jan 2022,12
DC,Feb 2022,13
DC,Mar 2022,17
DC,Apr 2022,18
DC,May 2022,20
DC,Jun 2022,20
DC,Jul 2022,20
DC,Aug 2022,20
DC,Sep 2022,17
DC,Oct 2022,16
DC,Nov 2022,13
DC,Dec 2022,12
DC,Jan 2023,0
DC,Feb 2023,0
DC,Mar 2023,0
DC,Apr 2023,0
DC,May 2023,23
DC,Jun 2023,23
DC,Jul 2023,24
DC,Aug 2023,23
FL,Jan 2014,19
FL,Feb 2014,24
FL,Mar 2014,31
FL,Apr 2014,31
FL,May 2014,38
FL,Jun 2014,32
FL,Jul 2014,33
FL,Aug 2014,35
FL,Sep 2014,31
FL,Oct 2014,39
FL,Nov 2014,23
FL,Dec 2014,25
FL,Jan 2015,21
FL,Feb 2015,16
FL,Mar 2015,31
FL,Apr 2015,34
FL,May 2015,44
FL,Jun 2015,42
FL,Jul 2015,44
FL,Aug 2015,42
FL,Sep 2015,30
FL,Oct 2015,29
FL,Nov 2015,24
FL,Dec 2015,20
FL,Jan 2016,22
FL,Feb 2016,29
FL,Mar 2016,35
FL,Apr 2016,47
FL,May 2016,54
FL,Jun 2016,43
FL,Jul 2016,38
FL,Aug 2016,39
FL,Sep 2016,34
FL,Oct 2016,30
FL,Nov 2016,31
FL,Dec 2016,27
FL,Jan 2017,66
FL,Feb 2017,72
FL,Mar 2017,92
FL,Apr 2017,94
FL,May 2017,102
FL,Jun 2017,87
FL,Jul 2017,95
FL,Aug 2017,98
FL,Sep 2017,97
FL,Oct 2017,92
FL,Nov 2017,123
FL,Dec 2017,151
FL,Jan 2018,182
FL,Feb 2018,196
FL,Mar 2018,282
FL,Apr 2018,277
FL,May 2018,228
FL,Jun 2018,247
FL,Jul 2018,248
FL,Aug 2018,250
FL,Sep 2018,239
FL,Oct 2018,265
FL,Nov 2018,216
FL,Dec 2018,210
FL,Jan 2019,278
FL,Feb 2019,293
FL,Mar 2019,420
FL,Apr 2019,461
FL,May 2019,472
FL,Jun 2019,404
FL,Jul 2019,413
FL,Aug 2019,387
FL,Sep 2019,432
FL,Oct 2019,378
FL,Nov 2019,343
FL,Dec 2019,308
FL,Jan 2020,424
FL,Feb 2020,469
FL,Mar 2020,630
FL,Apr 2020,667
FL,May 2020,811
FL,Jun 2020,734
FL,Jul 2020,754
FL,Aug 2020,730
FL,Sep 2020,629
FL,Oct 2020,618
FL,Nov 2020,545
FL,Dec 2020,617
FL,Jan 2021,653
FL,Feb 2021,665
FL,Mar 2021,905
FL,Apr 2021,1025
FL,May 2021,1185
FL,Jun 2021,934
FL,Jul 2021,990
FL,Aug 2021,950
FL,Sep 2021,916
FL,Oct 2021,936
FL,Nov 2021,797
FL,Dec 2021,796
FL,Jan 2022,893
FL,Feb 2022,955
FL,Mar 2022,1237
FL,Apr 2022,1323
FL,May 2022,1451
FL,Jun 2022,1330
FL,Jul 2022,1357
FL,Aug 2022,1285
FL,Sep 2022,1088
FL,Oct 2022,1170
FL,Nov 2022,879
FL,Dec 2022,917
FL,Jan 2023,1108
FL,Feb 2023,1260
FL,Mar 2023,1609
FL,Apr 2023,1590
FL,May 2023,1836
FL,Jun 2023,1695
FL,Jul 2023,1687
FL,Aug 2023,1707
GA,Jan 2014,15
GA,Feb 2014,15
GA,Mar 2014,19
GA,Apr 2014,20
GA,May 2014,23
GA,Jun 2014,21
GA,Jul 2014,21
GA,Aug 2014,21
GA,Sep 2014,17
GA,Oct 2014,18
GA,Nov 2014,15
GA,Dec 2014,13
GA,Jan 2015,0
GA,Feb 2015,0
GA,Mar 2015,0
GA,Apr 2015,0
GA,May 2015,0
GA,Jun 2015,0
GA,Jul 2015,0
GA,Aug 2015,0
GA,Sep 2015,0
GA,Oct 2015,0
GA,Nov 2015,0
GA,Dec 2015,0
GA,Jan 2016,38
GA,Feb 2016,48
GA,Mar 2016,0
GA,Apr 2016,0
GA,May 2016,0
GA,Jun 2016,0
GA,Jul 2016,0
GA,Aug 2016,0
GA,Sep 2016,0
GA,Oct 2016,0
GA,Nov 2016,0
GA,Dec 2016,0
GA,Jan 2017,147
GA,Feb 2017,162
GA,Mar 2017,178
GA,Apr 2017,219
GA,May 2017,248
GA,Jun 2017,204
GA,Jul 2017,236
GA,Aug 2017,0
GA,Sep 2017,0
GA,Oct 2017,0
GA,Nov 2017,0
GA,Dec 2017,0
GA,Jan 2018,154
GA,Feb 2018,127
GA,Mar 2018,188
GA,Apr 2018,227
GA,May 2018,222
GA,Jun 2018,242
GA,Jul 2018,232
GA,Aug 2018,229
GA,Sep 2018,210
GA,Oct 2018,0
GA,Nov 2018,128
GA,Dec 2018,111
GA,Jan 2019,151
GA,Feb 2019,118
GA,Mar 2019,220
GA,Apr 2019,234
GA,May 2019,274
GA,Jun 2019,239
GA,Jul 2019,0
GA,Aug 2019,0
GA,Sep 2019,0
GA,Oct 2019,0
GA,Nov 2019,0
GA,Dec 2019,0
GA,Jan 2020,202
GA,Feb 2020,230
GA,Mar 2020,309
GA,Apr 2020,378
GA,May 2020,443
GA,Jun 2020,383
GA,Jul 2020,417
GA,Aug 2020,0
GA,Sep 2020,
GA,Oct 2020,0
GA,Nov 2020,0
GA,Dec 2020,0
GA,Jan 2021,274
GA,Feb 2021,279
GA,Mar 2021,427
GA,Apr 2021,516
GA,May 2021,616
GA,Jun 2021,493
GA,Jul 2021,505
GA,Aug 2021,464
GA,Sep 2021,489
GA,Oct 2021,436
GA,Nov 2021,415
GA,Dec 2021,328
GA,Jan 2022,449
GA,Feb 2022,497
GA,Mar 2022,628
GA,Apr 2022,709
GA,May 2022,757
GA,Jun 2022,808
GA,Jul 2022,716
GA,Aug 2022,633
GA,Sep 2022,642
GA,Oct 2022,678
GA,Nov 2022,406
GA,Dec 2022,407
GA,Jan 2023,460
GA,Feb 2023,502
GA,Mar 2023,672
GA,Apr 2023,719
GA,May 2023,816
GA,Jun 2023,822
GA,Jul 2023,849
GA,Aug 2023,856
MD,Jan 2014,18
MD,Feb 2014,21
MD,Mar 2014,29
MD,Apr 2014,32
MD,May 2014,36
MD,Jun 2014,37
MD,Jul 2014,38
MD,Aug 2014,36
MD,Sep 2014,32
MD,Oct 2014,27
MD,Nov 2014,23
MD,Dec 2014,21
MD,Jan 2015,20
MD,Feb 2015,25
MD,Mar 2015,32
MD,Apr 2015,41
MD,May 2015,48
MD,Jun 2015,45
MD,Jul 2015,49
MD,Aug 2015,52
MD,Sep 2015,45
MD,Oct 2015,40
MD,Nov 2015,32
MD,Dec 2015,28
MD,Jan 2016,30
MD,Feb 2016,37
MD,Mar 2016,57
MD,Apr 2016,67
MD,May 2016,67
MD,Jun 2016,80
MD,Jul 2016,83
MD,Aug 2016,82
MD,Sep 2016,68
MD,Oct 2016,64
MD,Nov 2016,49
MD,Dec 2016,43
MD,Jan 2017,47
MD,Feb 2017,63
MD,Mar 2017,86
MD,Apr 2017,95
MD,May 2017,100
MD,Jun 2017,110
MD,Jul 2017,110
MD,Aug 2017,105
MD,Sep 2017,92
MD,Oct 2017,79
MD,Nov 2017,62
MD,Dec 2017,53
MD,Jan 2018,63
MD,Feb 2018,63
MD,Mar 2018,103
MD,Apr 2018,125
MD,May 2018,132
MD,Jun 2018,134
MD,Jul 2018,140
MD,Aug 2018,138
MD,Sep 2018,101
MD,Oct 2018,102
MD,Nov 2018,76
MD,Dec 2018,68
MD,Jan 2019,73
MD,Feb 2019,84
MD,Mar 2019,130
MD,Apr 2019,143
MD,May 2019,158
MD,Jun 2019,161
MD,Jul 2019,168
MD,Aug 2019,150
MD,Sep 2019,133
MD,Oct 2019,106
MD,Nov 2019,86
MD,Dec 2019,66
MD,Jan 2020,83
MD,Feb 2020,96
MD,Mar 2020,128
MD,Apr 2020,144
MD,May 2020,161
MD,Jun 2020,173
MD,Jul 2020,175
MD,Aug 2020,153
MD,Sep 2020,128
MD,Oct 2020,109
MD,Nov 2020,94
MD,Dec 2020,78
MD,Jan 2021,91
MD,Feb 2021,85
MD,Mar 2021,158
MD,Apr 2021,169
MD,May 2021,179
MD,Jun 2021,182
MD,Jul 2021,185
MD,Aug 2021,165
MD,Sep 2021,145
MD,Oct 2021,105
MD,Nov 2021,112
MD,Dec 2021,81
MD,Jan 2022,96
MD,Feb 2022,121
MD,Mar 2022,169
MD,Apr 2022,196
MD,May 2022,205
MD,Jun 2022,219
MD,Jul 2022,209
MD,Aug 2022,197
MD,Sep 2022,178
MD,Oct 2022,150
MD,Nov 2022,137
MD,Dec 2022,118
MD,Jan 2023,116
MD,Feb 2023,149
MD,Mar 2023,195
MD,Apr 2023,221
MD,May 2023,258
MD,Jun 2023,248
MD,Jul 2023,257
MD,Aug 2023,251
NC,Jan 2014,36
NC,Feb 2014,46
NC,Mar 2014,62
NC,Apr 2014,64
NC,May 2014,81
NC,Jun 2014,74
NC,Jul 2014,77
NC,Aug 2014,82
NC,Sep 2014,74
NC,Oct 2014,94
NC,Nov 2014,54
NC,Dec 2014,59
NC,Jan 2015,69
NC,Feb 2015,58
NC,Mar 2015,103
NC,Apr 2015,118
NC,May 2015,168
NC,Jun 2015,159
NC,Jul 2015,175
NC,Aug 2015,165
NC,Sep 2015,116
NC,Oct 2015,106
NC,Nov 2015,82
NC,Dec 2015,142
NC,Jan 2016,179
NC,Feb 2016,186
NC,Mar 2016,362
NC,Apr 2016,315
NC,May 2016,282
NC,Jun 2016,336
NC,Jul 2016,352
NC,Aug 2016,464
NC,Sep 2016,342
NC,Oct 2016,267
NC,Nov 2016,194
NC,Dec 2016,309
NC,Jan 2017,278
NC,Feb 2017,347
NC,Mar 2017,439
NC,Apr 2017,494
NC,May 2017,552
NC,Jun 2017,500
NC,Jul 2017,555
NC,Aug 2017,498
NC,Sep 2017,489
NC,Oct 2017,438
NC,Nov 2017,385
NC,Dec 2017,326
NC,Jan 2018,415
NC,Feb 2018,370
NC,Mar 2018,532
NC,Apr 2018,651
NC,May 2018,650
NC,Jun 2018,698
NC,Jul 2018,664
NC,Aug 2018,679
NC,Sep 2018,458
NC,Oct 2018,500
NC,Nov 2018,384
NC,Dec 2018,323
NC,Jan 2019,426
NC,Feb 2019,415
NC,Mar 2019,683
NC,Apr 2019,704
NC,May 2019,799
NC,Jun 2019,779
NC,Jul 2019,865
NC,Aug 2019,775
NC,Sep 2019,707
NC,Oct 2019,579
NC,Nov 2019,501
NC,Dec 2019,491
NC,Jan 2020,500
NC,Feb 2020,516
NC,Mar 2020,671
NC,Apr 2020,904
NC,May 2020,908
NC,Jun 2020,885
NC,Jul 2020,990
NC,Aug 2020,802
NC,Sep 2020,681
NC,Oct 2020,689
NC,Nov 2020,578
NC,Dec 2020,510
NC,Jan 2021,527
NC,Feb 2021,518
NC,Mar 2021,839
NC,Apr 2021,1125
NC,May 2021,1146
NC,Jun 2021,1059
NC,Jul 2021,1143
NC,Aug 2021,1052
NC,Sep 2021,988
NC,Oct 2021,827
NC,Nov 2021,777
NC,Dec 2021,576
NC,Jan 2022,676
NC,Feb 2022,760
NC,Mar 2022,1008
NC,Apr 2022,1297
NC,May 2022,1244
NC,Jun 2022,1298
NC,Jul 2022,1173
NC,Aug 2022,1142
NC,Sep 2022,1074
NC,Oct 2022,907
NC,Nov 2022,714
NC,Dec 2022,566
NC,Jan 2023,633
NC,Feb 2023,700
NC,Mar 2023,1011
NC,Apr 2023,1096
NC,May 2023,1232
NC,Jun 2023,1260
NC,Jul 2023,1340
NC,Aug 2023,1279
SC,Jan 2014,0
SC,Feb 2014,1
SC,Mar 2014,1
SC,Apr 2014,1
SC,May 2014,1
SC,Jun 2014,1
SC,Jul 2014,1
SC,Aug 2014,1
SC,Sep 2014,1
SC,Oct 2014,1
SC,Nov 2014,1
SC,Dec 2014,1
SC,Jan 2015,1
SC,Feb 2015,1
SC,Mar 2015,1
SC,Apr 2015,1
SC,May 2015,1
SC,Jun 2015,1
SC,Jul 2015,1
SC,Aug 2015,1
SC,Sep 2015,1
SC,Oct 2015,1
SC,Nov 2015,1
SC,Dec 2015,1
SC,Jan 2016,1
SC,Feb 2016,2
SC,Mar 2016,2
SC,Apr 2016,3
SC,May 2016,3
SC,Jun 2016,4
SC,Jul 2016,4
SC,Aug 2016,4
SC,Sep 2016,4
SC,Oct 2016,5
SC,Nov 2016,4
SC,Dec 2016,5
SC,Jan 2017,7
SC,Feb 2017,9
SC,Mar 2017,12
SC,Apr 2017,14
SC,May 2017,17
SC,Jun 2017,20
SC,Jul 2017,22
SC,Aug 2017,26
SC,Sep 2017,24
SC,Oct 2017,22
SC,Nov 2017,19
SC,Dec 2017,26
SC,Jan 2018,45
SC,Feb 2018,43
SC,Mar 2018,67
SC,Apr 2018,74
SC,May 2018,72
SC,Jun 2018,79
SC,Jul 2018,74
SC,Aug 2018,79
SC,Sep 2018,61
SC,Oct 2018,68
SC,Nov 2018,48
SC,Dec 2018,50
SC,Jan 2019,63
SC,Feb 2019,60
SC,Mar 2019,96
SC,Apr 2019,101
SC,May 2019,116
SC,Jun 2019,104
SC,Jul 2019,124
SC,Aug 2019,116
SC,Sep 2019,113
SC,Oct 2019,109
SC,Nov 2019,96
SC,Dec 2019,88
SC,Jan 2020,99
SC,Feb 2020,106
SC,Mar 2020,147
SC,Apr 2020,185
SC,May 2020,234
SC,Jun 2020,210
SC,Jul 2020,242
SC,Aug 2020,215
SC,Sep 2020,185
SC,Oct 2020,183
SC,Nov 2020,146
SC,Dec 2020,140
SC,Jan 2021,141
SC,Feb 2021,144
SC,Mar 2021,222
SC,Apr 2021,296
SC,May 2021,312
SC,Jun 2021,268
SC,Jul 2021,277
SC,Aug 2021,255
SC,Sep 2021,247
SC,Oct 2021,208
SC,Nov 2021,196
SC,Dec 2021,141
SC,Jan 2022,176
SC,Feb 2022,196
SC,Mar 2022,243
SC,Apr 2022,299
SC,May 2022,334
SC,Jun 2022,337
SC,Jul 2022,303
SC,Aug 2022,270
SC,Sep 2022,250
SC,Oct 2022,233
SC,Nov 2022,161
SC,Dec 2022,141
SC,Jan 2023,167
SC,Feb 2023,195
SC,Mar 2023,268
SC,Apr 2023,334
SC,May 2023,333
SC,Jun 2023,337
SC,Jul 2023,362
SC,Aug 2023,361
VA,Jan 2014,1
VA,Feb 2014,1
VA,Mar 2014,2
VA,Apr 2014,2
VA,May 2014,2
VA,Jun 2014,2
VA,Jul 2014,2
VA,Aug 2014,2
VA,Sep 2014,2
VA,Oct 2014,2
VA,Nov 2014,2
VA,Dec 2014,2
VA,Jan 2015,2
VA,Feb 2015,2
VA,Mar 2015,2
VA,Apr 2015,3
VA,May 2015,3
VA,Jun 2015,3
VA,Jul 2015,3
VA,Aug 2015,3
VA,Sep 2015,3
VA,Oct 2015,3
VA,Nov 2015,2
VA,Dec 2015,2
VA,Jan 2016,2
VA,Feb 2016,3
VA,Mar 2016,4
VA,Apr 2016,4
VA,May 2016,4
VA,Jun 2016,4
VA,Jul 2016,4
VA,Aug 2016,4
VA,Sep 2016,4
VA,Oct 2016,4
VA,Nov 2016,12
VA,Dec 2016,12
VA,Jan 2017,19
VA,Feb 2017,23
VA,Mar 2017,28
VA,Apr 2017,31
VA,May 2017,34
VA,Jun 2017,31
VA,Jul 2017,36
VA,Aug 2017,33
VA,Sep 2017,31
VA,Oct 2017,32
VA,Nov 2017,41
VA,Dec 2017,42
VA,Jan 2018,53
VA,Feb 2018,50
VA,Mar 2018,75
VA,Apr 2018,86
VA,May 2018,79
VA,Jun 2018,88
VA,Jul 2018,85
VA,Aug 2018,86
VA,Sep 2018,68
VA,Oct 2018,74
VA,Nov 2018,54
VA,Dec 2018,48
VA,Jan 2019,61
VA,Feb 2019,59
VA,Mar 2019,93
VA,Apr 2019,105
VA,May 2019,117
VA,Jun 2019,106
VA,Jul 2019,115
VA,Aug 2019,103
VA,Sep 2019,100
VA,Oct 2019,81
VA,Nov 2019,72
VA,Dec 2019,68
VA,Jan 2020,77
VA,Feb 2020,83
VA,Mar 2020,114
VA,Apr 2020,143
VA,May 2020,156
VA,Jun 2020,174
VA,Jul 2020,194
VA,Aug 2020,144
VA,Sep 2020,128
VA,Oct 2020,134
VA,Nov 2020,127
VA,Dec 2020,110
VA,Jan 2021,153
VA,Feb 2021,138
VA,Mar 2021,275
VA,Apr 2021,312
VA,May 2021,354
VA,Jun 2021,340
VA,Jul 2021,426
VA,Aug 2021,390
VA,Sep 2021,400
VA,Oct 2021,301
VA,Nov 2021,292
VA,Dec 2021,207
VA,Jan 2022,224
VA,Feb 2022,311
VA,Mar 2022,401
VA,Apr 2022,514
VA,May 2022,473
VA,Jun 2022,606
VA,Jul 2022,554
VA,Aug 2022,560
VA,Sep 2022,496
VA,Oct 2022,387
VA,Nov 2022,262
VA,Dec 2022,227
VA,Jan 2023,259
VA,Feb 2023,322
VA,Mar 2023,505
VA,Apr 2023,571
VA,May 2023,659
VA,Jun 2023,637
VA,Jul 2023,679
VA,Aug 2023,628
WV,Jan 2014,0
WV,Feb 2014,0
WV,Mar 2014,0
WV,Apr 2014,0
WV,May 2014,0
WV,Jun 2014,0
WV,Jul 2014,0
WV,Aug 2014,0
WV,Sep 2014,0
WV,Oct 2014,0
WV,Nov 2014,0
WV,Dec 2014,0
WV,Jan 2015,0
WV,Feb 2015,0
WV,Mar 2015,0
WV,Apr 2015,0
WV,May 2015,0
WV,Jun 2015,0
WV,Jul 2015,0
WV,Aug 2015,0
WV,Sep 2015,0
WV,Oct 2015,0
WV,Nov 2015,0
WV,Dec 2015,0
WV,Jan 2016,0
WV,Feb 2016,0
WV,Mar 2016,0
WV,Apr 2016,1
WV,May 2016,1
WV,Jun 2016,1
WV,Jul 2016,1
WV,Aug 2016,1
WV,Sep 2016,1
WV,Oct 2016,0
WV,Nov 2016,0
WV,Dec 2016,0
WV,Jan 2017,0
WV,Feb 2017,0
WV,Mar 2017,1
WV,Apr 2017,1
WV,May 2017,1
WV,Jun 2017,1
WV,Jul 2017,1
WV,Aug 2017,1
WV,Sep 2017,1
WV,Oct 2017,1
WV,Nov 2017,0
WV,Dec 2017,0
WV,Jan 2018,1
WV,Feb 2018,1
WV,Mar 2018,1
WV,Apr 2018,1
WV,May 2018,1
WV,Jun 2018,1
WV,Jul 2018,1
WV,Aug 2018,1
WV,Sep 2018,1
WV,Oct 2018,1
WV,Nov 2018,1
WV,Dec 2018,1
WV,Jan 2019,1
WV,Feb 2019,1
WV,Mar 2019,1
WV,Apr 2019,1
WV,May 2019,1
WV,Jun 2019,1
WV,Jul 2019,1
WV,Aug 2019,1
WV,Sep 2019,1
WV,Oct 2019,1
WV,Nov 2019,1
WV,Dec 2019,1
WV,Jan 2020,1
WV,Feb 2020,1
WV,Mar 2020,1
WV,Apr 2020,1
WV,May 2020,2
WV,Jun 2020,2
WV,Jul 2020,2
WV,Aug 2020,2
WV,Sep 2020,1
WV,Oct 2020,1
WV,Nov 2020,1
WV,Dec 2020,1
WV,Jan 2021,1
WV,Feb 2021,1
WV,Mar 2021,2
WV,Apr 2021,2
WV,May 2021,2
WV,Jun 2021,2
WV,Jul 2021,2
WV,Aug 2021,2
WV,Sep 2021,2
WV,Oct 2021,2
WV,Nov 2021,1
WV,Dec 2021,1
WV,Jan 2022,2
WV,Feb 2022,2
WV,Mar 2022,3
WV,Apr 2022,3
WV,May 2022,3
WV,Jun 2022,3
WV,Jul 2022,3
WV,Aug 2022,3
WV,Sep 2022,3
WV,Oct 2022,3
WV,Nov 2022,2
WV,Dec 2022,2
WV,Jan 2023,2
WV,Feb 2023,3
WV,Mar 2023,4
WV,Apr 2023,4
WV,May 2023,5
WV,Jun 2023,5
WV,Jul 2023,5
WV,Aug 2023,5
All solar : East South Central,Jan 2014,6
All solar : East South Central,Feb 2014,6
All solar : East South Central,Mar 2014,8
All solar : East South Central,Apr 2014,9
All solar : East South Central,May 2014,10
All solar : East South Central,Jun 2014,11
All solar : East South Central,Jul 2014,10
All solar : East South Central,Aug 2014,10
All solar : East South Central,Sep 2014,9
All solar : East South Central,Oct 2014,8
All solar : East South Central,Nov 2014,9
All solar : East South Central,Dec 2014,8
All solar : East South Central,Jan 2015,8
All solar : East South Central,Feb 2015,10
All solar : East South Central,Mar 2015,13
All solar : East South Central,Apr 2015,15
All solar : East South Central,May 2015,16
All solar : East South Central,Jun 2015,16
All solar : East South Central,Jul 2015,16
All solar : East South Central,Aug 2015,16
All solar : East South Central,Sep 2015,14
All solar : East South Central,Oct 2015,12
All solar : East South Central,Nov 2015,10
All solar : East South Central,Dec 2015,9
All solar : East South Central,Jan 2016,10
All solar : East South Central,Feb 2016,14
All solar : East South Central,Mar 2016,16
All solar : East South Central,Apr 2016,17
All solar : East South Central,May 2016,20
All solar : East South Central,Jun 2016,22
All solar : East South Central,Jul 2016,23
All solar : East South Central,Aug 2016,23
All solar : East South Central,Sep 2016,21
All solar : East South Central,Oct 2016,29
All solar : East South Central,Nov 2016,28
All solar : East South Central,Dec 2016,19
All solar : East South Central,Jan 2017,19
All solar : East South Central,Feb 2017,22
All solar : East South Central,Mar 2017,34
All solar : East South Central,Apr 2017,39
All solar : East South Central,May 2017,45
All solar : East South Central,Jun 2017,49
All solar : East South Central,Jul 2017,58
All solar : East South Central,Aug 2017,53
All solar : East South Central,Sep 2017,52
All solar : East South Central,Oct 2017,51
All solar : East South Central,Nov 2017,41
All solar : East South Central,Dec 2017,45
All solar : East South Central,Jan 2018,59
All solar : East South Central,Feb 2018,51
All solar : East South Central,Mar 2018,91
All solar : East South Central,Apr 2018,104
All solar : East South Central,May 2018,114
All solar : East South Central,Jun 2018,111
All solar : East South Central,Jul 2018,111
All solar : East South Central,Aug 2018,106
All solar : East South Central,Sep 2018,91
All solar : East South Central,Oct 2018,89
All solar : East South Central,Nov 2018,55
All solar : East South Central,Dec 2018,50
All solar : East South Central,Jan 2019,61
All solar : East South Central,Feb 2019,59
All solar : East South Central,Mar 2019,104
All solar : East South Central,Apr 2019,123
All solar : East South Central,May 2019,142
All solar : East South Central,Jun 2019,129
All solar : East South Central,Jul 2019,134
All solar : East South Central,Aug 2019,126
All solar : East South Central,Sep 2019,127
All solar : East South Central,Oct 2019,85
All solar : East South Central,Nov 2019,87
All solar : East South Central,Dec 2019,64
All solar : East South Central,Jan 2020,67
All solar : East South Central,Feb 2020,77
All solar : East South Central,Mar 2020,98
All solar : East South Central,Apr 2020,137
All solar : East South Central,May 2020,153
All solar : East South Central,Jun 2020,146
All solar : East South Central,Jul 2020,142
All solar : East South Central,Aug 2020,136
All solar : East South Central,Sep 2020,110
All solar : East South Central,Oct 2020,105
All solar : East South Central,Nov 2020,89
All solar : East South Central,Dec 2020,76
All solar : East South Central,Jan 2021,74
All solar : East South Central,Feb 2021,74
All solar : East South Central,Mar 2021,112
All solar : East South Central,Apr 2021,149
All solar : East South Central,May 2021,154
All solar : East South Central,Jun 2021,141
All solar : East South Central,Jul 2021,142
All solar : East South Central,Aug 2021,139
All solar : East South Central,Sep 2021,170
All solar : East South Central,Oct 2021,133
All solar : East South Central,Nov 2021,124
All solar : East South Central,Dec 2021,85
All solar : East South Central,Jan 2022,119
All solar : East South Central,Feb 2022,123
